Rank,School Rank,School,Team,Solved,Penalty,Medal,Member1,Member2,Member3,Unofficial,Girl,A,B,C,D,E,F,G,H,I,J,K,L,M
151,,重庆邮电大学,我要睡了，晚安,5,509,Bronze,黄晨峰,荀泽梁,娄奚文炀,N,N,,,,+3(54),+1(11),,+1(87),+2(182),+1(114),,-3,,-3
152,83,中国科学院大学,果壳家的龙ACMer,5,513,Bronze,李衍君,徐步骥,刘迅,N,N,,,,+1(27),+1(3),,+1(70),+1(208),+3(163),,,,-4
153,84,齐鲁工业大学,生死时速,5,518,Bronze,杨熠辰,王励翔,刘鑫龙,N,N,,,,+1(22),+1(6),,+4(80),+2(224),+1(105),,-4,,
154,85,西南交通大学,交大第一深情,5,520,Bronze,肖浩科,王商捷,王浩源,N,N,,,,+2(71),+1(10),,+1(93),+1(268),+1(57),,,,-2
155,,长沙理工大学,保底优胜奖,5,521,Bronze,陈彬彬,刘帅,杭帆,N,N,,,,+2(29),+1(8),,+1(50),,+1(78),,+3(294),,-12
156,86,东北大学,东北大学_河童重工,5,525,Bronze,郝思成,吴钰璋,杜洋,N,N,,,,+1(50),+1(10),,+1(83),+1(252),+1(128),,,,-9
157,86,福州大学,午时已到,5,529,Bronze,洪磊,廖智炫,邓宇凡,N,N,,,,+2(102),+1(8),,+1(42),+4(186),+1(109),,-8,,-1
158,88,同济大学,春田花花,5,532,Bronze,汪冰海,朱泽凯,季马泽宇,N,N,,,,+1(20),+1(26),,+2(44),+3(261),+2(100),,,,-4
159,,中国地质大学（武汉）,香水有毒,5,535,Bronze,赵霄,朱天泽,战翔宇,N,N,,,,+2(15),+1(9),,+1(45),,+5(139),,+2(205),,-7
160,,华南理工大学,橘猫终末旅行,5,547,Bronze,张以恒,陈卓文,熊腾浩,N,N,,,,+2(39),+1(11),,+1(63),+1(212),+3(159),,,,-4
161,,北京师范大学,缓缓飘落的枫叶像思念,5,547,Bronze,高艺炜,林泽瀚,卢炜文,N,N,,,,+2(15),+1(15),,+2(47),-6,+1(95),+4(274),,,-1
162,,东华大学,Metaverse,5,551,Bronze,方荥荣,郁宙,严涵,N,N,-65,,,+2(27),+1(6),,+1(108),+2(217),+1(151),,,,-6
163,,湖南文理学院,常数太大被关了起来,5,554,Bronze,杨新纪,曾铁龙,贺伦尊,N,N,,,,+1(43),+1(24),,+2(71),+1(214),+3(139),-4,,,-1
164,,香港科技大学,3 Idiots,5,562,Bronze,高之檬,萧子若,杨琳,N,N,,,,+2(48),+1(11),,+1(60),+1(189),+5(152),,-1,,-3
165,89,长沙学院,Saber酱想打ACM,5,563,Bronze,谢涛,王勋龙,韩硕,N,N,,,,+1(27),+1(14),,+2(88),+2(254),+1(138),-13,,,
166,,广东工业大学,啦啦啦,5,573,Bronze,李东明,李坤清,罗增沛,N,N,,,,+1(36),+1(7),,+3(75),+3(281),+1(92),,,,
167,90,哈尔滨理工大学,哈理工01队,5,581,Bronze,牛仔超,鞠永全,王佳妮,N,N,,,,+3(35),+1(8),,+1(51),,+3(81),+3(284),,,-2
168,,哈尔滨工业大学,很有精神,5,596,Bronze,王子奕,唐浩云,付希文,N,N,,,,+1(32),+1(16),,+1(60),,+1(70),,-6,,+7(296)
169,91,浙大城市学院,最终幻想,5,601,Bronze,庄博伟,苗皓淇,吕博图,N,N,,-1,,+4(36),+1(18),,+1(69),+2(280),+2(96),,-5,,
170,,华南理工大学,都市弃少,5,610,Bronze,谢文拯,陈漫璟,余梓灏,N,N,,-1,,+1(34),+2(7),,+1(71),-5,+4(83),+3(292),-1,,
171,92,中国科学技术大学,划水摸鱼,5,628,Bronze,李金彤,职旭阳,杨嘉骐,N,N,,,,+2(25),+1(33),,+2(173),+1(204),+1(151),,-5,,
172,,合肥工业大学,来都来了,5,638,Bronze,黄超龙,阳勇权,张韬,N,N,,,,+1(74),+1(13),,+1(148),+1(261),+1(140),,-2,,
173,93,湘潭大学,摸金铁三角,5,639,Bronze,王应镪,李博弘,胡梁宇,N,N,,-2,,+2(38),+2(17),,+1(123),,+2(119),,+2(261),,-6
174,94,烟台大学,无何有之乡,5,647,Bronze,徐心雨,田启初,伍远毅,N,N,,,,+3(31),+1(20),,+3(91),+3(262),+1(122),,,,-6
175,95,战略支援部队信息工程大学,人活着就是为了樱岛麻衣,5,648,Bronze,张嘉玮,孙康羽,李睿,N,N,,,,+2(32),+1(21),,+1(81),+1(239),+6(154),,-7,,-1
176,,太原理工大学,百闻不如一见队,5,659,Bronze,何奇璋,汤奇霖,周扬帅,N,N,,,,+4(54),+1(8),,+5(98),+4(193),+1(104),-7,-4,,
177,,临沂大学,空洞骑士,5,661,Bronze,刘佳瑜,杜一鸣,董欣悦,N,N,,,,+3(54),+1(8),,+5(165),+1(213),+1(97),,-1,,-2
178,,东南大学,墨西哥鸡肉卷,5,662,Bronze,钟昊原,林子彦,苟元博,N,N,,,,+1(39),+1(8),,+1(81),+8(283),+1(109),,-1,,-3
179,96,燕山大学,来自东方的神秘力量,5,667,Bronze,李曲铭,陈一铭,李悠然,N,N,-23,,,+1(34),+1(13),,+4(103),+1(277),+1(178),,,,
180,,电子科技大学,UESTC_空气人,5,675,Bronze,郝益民,郑皓瑞,王浩舟,N,N,,,,+1(32),+1(6),,+2(159),,+2(142),,+3(254),,-2
181,,山东师范大学,★吃饱喝饱一路走好,5,687,Bronze,张立坤,杨煜琦,李荣奥,N,N,-1,,,+2(23),+1(8),,+1(89),+4(271),+2(194),,,,
182,97,武汉理工大学,不会计数怎么办,5,688,Bronze,罗越,徐亚萌,奚兆阳,N,N,,,,+1(31),+1(8),,+2(108),+1(215),+6(204),,,,-11
183,,南昌航空大学,到底叫啥,5,700,Bronze,吕锴伦,彭杰,王旻镐,N,N,,,,+1(98),+1(10),,+1(108),+3(285),+1(157),,,,
184,,河海大学,几丁质,5,716,Bronze,占羽淳,蒋子俊,邓伦,N,N,,,,+3(63),+1(11),,+1(128),+2(295),+1(158),,,,
185,,哈尔滨工业大学,VHero三一人,5,718,Bronze,王一桐,杨一正,曹一豪,N,N,,,,+1(39),+2(15),-1,+3(152),,+4(156),,+2(214),,-2
186,,中南大学,只能靠签到维生这样子,5,731,Bronze,郭欣澜,包晗,周硕,N,N,,,,+1(25),+1(11),,+4(121),+3(296),+2(156),,,,
187,98,郑州大学,一键AC,5,751,Bronze,毕宇豪,何骏扬,李智宇,N,N,,,,+2(29),+1(17),,+3(93),,+1(195),,+4(296),,-7
188,99,重庆邮电大学,吃,5,758,Bronze,辜飞云,崔子龙,封昊杰,N,N,,,,+3(68),+1(49),,+1(157),,+1(177),,+2(244),,-2
189,100,东北大学,东北大学_打得不错,5,783,Bronze,秦宇,王嘉淇,张嘉正,N,N,,,,+4(95),+1(14),,+2(101),+2(278),+2(174),,,,-3
190,,厦门大学嘉庚学院,顺心糖,5,802,Bronze,范徐伟,罗意凡,喻越,N,N,,,,+1(30),+1(12),,+3(148),+5(274),+1(217),,,,
191,101,哈尔滨理工大学,哈理工08队,5,807,Bronze,贺思语,李承斌,王开纪,N,N,,-1,,+1(37),+1(7),,+4(187),,+2(269),,+1(225),,
192,102,浙江工商大学,瑞道克道格,5,810,Bronze,周琨翔,吴骏达,张子皓,N,N,,,,+3(56),+2(8),,+4(160),+1(281),+1(183),,,,
193,,武汉理工大学,富贵不能银,5,861,Bronze,张明阳,化子烁,田平安,N,N,,,,+1(60),+1(14),,+5(182),+1(292),+1(231),,,,
194,103,青岛大学,均衡教派,5,878,Bronze,杨博淋,于洪森,姜恒玉,N,N,,,,+1(59),+1(17),,+1(70),+8(279),+5(232),,,,-6
195,,中南大学,队友竟被嘉然...【展开阅读】,5,882,Bronze,卢秋阳,周扬,李浩宇,N,N,,,,+4(56),+1(15),,+4(226),+5(216),+3(127),,-6,,-2
196,,南开大学,虽5但u,5,909,Bronze,徐百朋,崔家贺,薛湛童,N,N,,,,+2(23),+1(28),,+5(171),+1(277),+6(208),,-16,,-4
197,104,北京化工大学,随便吧，我也没想法,4,135,Bronze,张世东,叶可,庄禹,N,N,,,,+2(8),+1(10),,+1(26),,+1(68),,,,-17
198,,中国地质大学（北京）,太奇怪了，准备交一发暴力,4,150,Bronze,郎文鹏,曹胜华,黄恺瑞,N,N,,,,+1(22),+1(8),,+1(45),,+1(73),,,,-7
199,,河海大学常州校区,三哇,4,154,Bronze,徐尚,丁佳锋,陈昊宇,N,N,,,,+1(19),+1(10),,+1(46),,+1(77),,-6,,
200,,宁波大学,一起去提瓦特大冒险,4,155,Bronze,曾佳敏,余嘉瑜,俞智超,N,N,,,,+1(26),+1(8),,+1(48),,+1(71),,,,-6
201,,江西财经大学,天国之扉,4,178,Bronze,倪超骏,罗文浩,李梦豪,N,N,,,,+1(38),+1(5),,+1(45),,+1(89),,,,-4
202,105,华南农业大学,ACM就是要啸着打,4,193,Bronze,赖兴,林俊杨,黄俊鸿,N,N,,,,+1(27),+1(8),,+1(58),-9,+1(99),,,,
203,105,苏州科技大学,算  法  指  难,4,194,Bronze,孙宇航,时微淳,黄泱邦,N,N,,,,+1(13),+1(16),,+1(68),,+1(96),,,,-20
204,107,江西理工大学,樱花吹雪,4,195,Bronze,曾彪杰,程禹力,张国良,N,N,,,,+1(32),+1(13),,+1(57),-3,+1(91),,,,-1
205,108,哈尔滨理工大学,哈理工02队,4,196,Bronze,陈嘉铭,顾红卫,周轩宇,N,N,,,,+2(24),+1(8),,+1(56),-4,+1(86),,,,
206,,同济大学,痛苦面具,4,204,Bronze,潘景祥,屈靖恩,姚雨翔,N,N,,,,+1(33),+1(16),,+1(54),,+1(100),-1,-1,,-11
207,109,华中师范大学,xiongxiong冒险团，出发！,4,209,Bronze,谭雪莲,钟鸣,熊吉祥,N,N,,,,+1(23),+1(10),,+1(61),-2,+1(114),,,,-1
208,109,北京建筑大学,404 Not Found,4,211,Bronze,齐思恺,王家晟,代明新,N,N,,,,+2(28),+1(7),,+1(48),,+1(107),,-5,,-1
209,111,广州大学,火树琪花,4,214,Bronze,林国旺,汤广桉,吴伟俊,N,N,,,,+1(23),+1(7),,+1(79),-1,+1(103),-2,,,
210,111,湘潭大学,小鸡爱啄米1.0,4,216,Bronze,王文海,肖志林,费高冰,N,N,,,,+2(27),+1(18),,+1(61),,+1(88),,,,
211,,南京师范大学,这么巧，你也网上冲浪,4,218,Honorable,彭章荣,宋廉鸿,卢翼,N,N,,,,+2(15),+1(18),,+1(48),-3,+2(96),,,,
212,113,武汉科技大学,红黑树上黑红,4,224,Honorable,何浩,尹传胜,陈克锦,N,N,,,,+2(40),+1(7),,+2(54),-5,+1(81),-8,-1,,-1
213,,东北大学,东北大学_不喝百事,4,227,Honorable,金融,袁洋浩,张国标,N,N,,,,+2(68),+1(12),,+1(35),,+1(90),,,,-4
214,,金陵科技学院,透视,4,231,Honorable,王尽欢,商颖雷,黄文彬,N,N,,,,+1(32),+1(9),,+1(69),,+1(119),,,,-51
215,,南阳理工学院,枯木逢春,4,235,Honorable,陈潇森,刘启亮,徐斌磊,N,N,,,,+1(28),+1(4),,+1(79),,+1(122),,,,-8
216,,国防科技大学,DMG_春熙,4,236,Honorable,李天豪,李剑锋,李鑫鹏,N,N,,,,+1(21),+1(9),,+2(73),,+1(111),,-1,,-7
217,114,浙大城市学院,不摆烂从取队名开始,4,242,Honorable,蒋净洋,赵宇阳,余晔博,N,N,,,,+1(21),+1(9),,+2(65),,+1(126),,-9,,
218,115,电子科技大学,UESTC_shoegazer,4,244,Honorable,刘阳依健,杨登庆,黎婷,N,N,,,,+2(44),+1(7),,+2(54),-3,+1(98),,,,-4
219,,吉林大学,执子之手抓饼，与子偕老干妈,4,247,Honorable,薛坷佳,杨骥遥,程子恒,N,N,,,,+2(25),+1(17),,+1(52),,+1(131),-1,,,-1
220,,东北大学,东北大学_忘了填队名,4,247,Honorable,邱而沐,易倪,陈浩,N,N,,,,+1(35),+1(18),,+1(75),-6,+1(117),,,,-1
221,,武汉大学,大的药来了！,4,251,Honorable,冷唯诺,袁承博,王新喆,N,N,,,,+1(21),+1(8),,+4(102),,+1(60),,,,-16
222,,上海理工大学,令和三年的上海爱丽丝,4,253,Honorable,潘孝安,王驭洋,胡洁昌,N,N,,,,+2(23),+1(12),,+2(48),-7,+1(128),,,,-7
223,116,江南大学,朱朱带我圆梦华五吧,4,254,Honorable,徐润天,杜昊,朱峻泷,N,N,,,,+2(26),+1(9),,+1(115),-5,+1(82),,,,-2
224,117,广东工业大学,沸水,4,259,Honorable,梁卓楠,梁泽丰,钟浩彬,N,N,,,,+1(39),+1(12),,+1(67),,+2(119),,,,
225,118,香港中文大学（深圳）,签到题都做不队,4,266,Honorable,施若暄,田镭,包景致,N,N,,,,+1(33),+1(11),,+1(55),,+1(166),,,,-3
226,119,华中农业大学,吸铁石,4,266,Honorable,吴俊彤,周广通,张浩辉,N,N,,,,+1(51),+1(6),,+2(76),-2,+1(112),,,,-1
227,120,河南工业大学,君问归期未有期,4,267,Honorable,许金龙,李晨龙,张承树,N,N,,,,+1(40),+2(16),,+2(65),,+1(105),,,,-11
228,,北京邮电大学,无main之王,4,273,Honorable,王致恒,崔镇东,王浚哲,N,N,,,,+1(43),+1(13),,+2(84),,+1(111),,-2,,-3
229,121,东北师范大学,光子,4,274,Honorable,郑纯浩,张沛毅,宋怀智,N,N,,,,+1(23),+1(26),,+2(55),,+4(88),,,,-3
230,,哈尔滨工业大学（深圳）,阿鲁巴,4,275,Honorable,王瑞祺,林泽,陈林锟,N,N,,,,+1(18),+1(8),,+1(53),,+4(135),-9,,,-3
231,,浙江财经大学,秃如其来,4,292,Honorable,张垚垚,朱新宇,张维康,N,N,,,,+1(42),+1(11),,+2(79),,+1(138),-274,-1,,
232,,山东科技大学,精进号,4,294,Honorable,杨昊,马湛东,曹一鸣,N,N,,,,+2(51),+1(5),,+2(86),,+1(111),,,,-9
233,122,上海电机学院,枢机返还之光,4,297,Honorable,许欢,许家辉,王宁,N,N,,,,+1(28),+1(7),,+4(92),,+1(108),,,,
234,123,河南理工大学,1+1+1>壹,4,301,Honorable,潘平野,牛付壮,郭光林,N,N,,,,+1(43),+1(9),,+1(87),,+1(161),,,,-1
235,,南京航空航天大学,我全都要,4,301,Honorable,沈凌翔,晏开文,吴家庆,N,N,,,,+3(47),+2(14),,+3(53),,+1(86),,,,-9
236,,江西师范大学,我的二叉树被淹了,4,310,Honorable,胡文豪,宋佑祺,田震雄,N,N,,,,+1(41),+1(14),,+1(96),-9,+2(138),,,,-1
237,124,中山大学,中山大学-银河的光子,4,311,Honorable,黄瀚,冯嘉乐,刘卓逸,N,N,,,,+1(23),+1(10),,+2(48),,+2(190),,,,
238,,华南农业大学,热恋期的尧尧,4,311,Honorable,许智友,庄鑫耿,周俊尧,N,N,,,,+4(86),+1(7),,+1(59),,+1(97),-18,,,
239,,中国地质大学（武汉）,大家猛烈欢迎,4,312,Honorable,姚子隆,熊雨晴,郝昕宇,N,N,,,,+1(12),+1(21),,+3(85),-10,+1(153),,,,
240,125,上海第二工业大学,快说队名叫什么,4,318,Honorable,占淼,陈旭东,魏金福,N,N,,,,+1(37),+1(11),,+1(62),,+2(186),,,,-12
241,126,北京信息科技大学,哈利安徽牛肉板面,4,321,Honorable,张涛,张扬,张瑞轩,N,N,,,,+2(29),+1(13),,+1(85),,+3(132),,-3,,
242,126,浙江科技学院,炼银术士,4,327,Honorable,全景涛,余将虎,周一魏,N,N,,,,+1(19),+1(13),,+3(96),-1,+1(157),,-5,,
243,128,中北大学,逆三角,4,329,Honorable,张舟,张超,王少鹏,N,N,,,,+1(49),+1(8),,+1(87),,+3(144),,,,-6
244,,浙江师范大学,社会主义接班银,4,339,Honorable,马嘉斌,王乐琦,王威杰,N,N,,,,+1(23),+1(9),,+1(53),,+2(233),,-6,,
245,129,武汉理工大学,三呆一队,4,344,Honorable,张舜杰,李毅文,吴佳伟,N,N,,,,+1(24),+1(6),,+2(104),-2,+2(168),,,,
246,130,武汉科技大学,AliCization,4,344,Honorable,郑天佑,胡步,聂泽锴,N,N,,,,+1(29),+1(15),,+1(66),,+1(233),,,,-3
247,130,华东师范大学,签到题破防,4,347,Honorable,谈笑枫,祝润天,熊高越,N,N,,,,+1(29),+1(13),,+4(95),,+2(128),,,,
248,,苏州大学,哪里签到啊,4,350,Honorable,杨哲元,陈夫瑞,柯骅,N,N,,,,+1(41),+1(9),,+2(107),,+1(171),,,,-9
249,,合肥工业大学宣城校区,OvO,4,353,Honorable,唐志远,符尘浩,沈钰鹏,N,N,,-1,,+2(21),+1(6),,+1(74),,+4(171),,,,-5
250,132,河南农业大学,挑灯夜读,4,357,Honorable,熊梦轩,李治毅,张建材,N,N,,,,+1(77),+1(18),,+1(102),,+1(158),,,,
251,,湖南大学,两面包夹芝士,4,366,Honorable,张晨曦,徐煌育,宋苏宇,N,N,,,,+1(68),+1(10),,+4(49),,+2(158),,-4,,-2
252,,宁波工程学院,我的,4,378,Honorable,胡浩楠,倪泉乐,郑云跃,N,N,,,,+2(32),+1(12),,+1(103),-6,+2(189),,,,
253,133,长沙理工大学,宝可梦之炼金术士,4,379,Honorable,刘赟贲,胡洋,杨凯,N,N,,,,+1(28),+1(14),,+3(91),,+1(204),,,,-2
254,134,吉林大学,白色相簿3.0,4,381,Honorable,周元琛,邵永康,陈科桦,N,N,,,,+1(29),+1(7),,+2(97),,+1(226),,,,-3
255,134,安徽科技学院,想找人分钱,4,382,Honorable,晋毓麟,刘庞,石涛,N,N,,,,+1(40),+1(10),,+1(87),,+5(163),-9,,,
256,,河海大学,可每队,4,385,Honorable,张时钊,郁冰哲,余一鸣,N,N,,,,+1(26),+1(11),,+2(130),,+1(197),-15,-9,,
257,,北京交通大学,南海渔村的希望,4,388,Honorable,袁超,张天宇,高士诚,N,N,,,,+1(32),+1(14),,+1(131),-2,+1(210),,,,
258,136,郑州大学,长夜余火,4,392,Honorable,姚浩楠,刘泽,吕青松,N,N,,,,+1(21),+1(14),,+1(102),-3,+3(213),,,,-7
259,137,天津大学,三句话演队友十八分钟,4,393,Honorable,许怿芃,樊兴宇,陈奕池,N,N,,,,+2(79),+1(8),,+1(62),,+3(183),,,,-7
260,,中国人民大学,快跑！挂！挂！呱！,4,398,Honorable,舒文桐,王子恒,高一鸣,N,N,,,,+3(38),+2(17),,+1(105),-10,+2(156),,-2,-6,-2
261,,湖南师范大学,磁铁吸起奖牌就跑,4,398,Honorable,张椿瑞,欧阳龙,叶书成,N,N,,-1,,+2(33),+1(13),,+1(68),,+2(243),,,,-2
262,,西南交通大学,猛犸不上ban,4,401,Honorable,郑祎凡,潘景瑞,戚雨林,N,N,,,,+1(57),+1(23),,+1(129),,+2(171),,,,
263,138,江南大学,算完样例队友过了,4,404,Honorable,刘文捷,杨涵,孙安,N,N,,,,+1(87),+1(8),,+3(148),,+1(119),,-3,,
264,,上海应用技术大学,我很菜你忍一下,4,406,Honorable,余舒龙,许子鑫,王俞力,N,N,,,,+4(83),+1(13),,+1(103),,+1(145),,,,-13
265,139,中国矿业大学（北京）,勇士归来,4,407,Honorable,杨沛然,罗心伟,邹放达,N,N,,,,+1(33),+1(7),,+1(77),-1,+3(248),,,,
266,,湖南理工学院,"WA,你很有希望！",4,409,Honorable,向杰,李维逸,李居航,N,N,-1,,-1,+2(44),+1(11),-1,+1(121),,+3(171),,-4,-2,-1
267,,福建工程学院,"累死自己,卷死他们",4,416,Honorable,黄朝英,郭少强,林毅祥,N,N,,,,+1(82),+1(12),,+1(131),,+1(190),,,,-26
268,,福建农林大学,诶嘿,4,417,Honorable,兰宇平,林新煜,郑一凡,N,N,,,,+2(38),+1(5),,+4(115),,+1(178),,,,
269,,河南大学,灵异事件,4,420,Honorable,李金刚,毛子豪,程崇正,N,N,,,,+1(76),+1(11),,+1(117),,+1(216),-3,,,-1
270,,西南民族大学,三人成行,4,422,Honorable,黄颖颖,邓怀涛,刘源,N,N,,,,+1(28),+1(12),,+3(120),,+1(221),,,,-13
271,140,浙江农林大学,蛙蛙自动机,4,422,Honorable,沈晔,徐放,周源,N,N,,,,+3(110),+1(12),,+1(103),-3,+1(157),,,,
272,141,苏州大学,九二一,4,438,Honorable,,,,N,N,,,,+1(53),+1(14),,+3(132),,+3(158),,,,-3
273,,浙江万里学院,小秃子乖乖拔萝卜,4,439,Honorable,倪珂,王剑,李妍薇,N,N,,,,+2(42),+1(15),,+3(102),,+1(219),,-12,,
274,,昆明理工大学,码德充沛,4,439,Honorable,周林翰,尹鹏,吴金航,N,N,,,,+1(71),+1(17),,+1(101),-1,+1(249),,,,
275,142,辽宁大学,宵待雨月,4,440,Honorable,殷勇杰,雷震宇,洪梓炜,N,N,,,,+1(39),+1(8),,+1(217),,+1(174),,,,-8
276,143,长春理工大学,冬日之阳,4,440,Honorable,周泊宇,杜雨轩,毕翔伟,N,N,,,,+3(70),+1(9),,+1(100),-1,+3(179),,,,-1
277,144,南京邮电大学,蜜雪去冰城,4,441,Honorable,郁青陟,肖鸿,陆晓琦,N,N,,,,+3(39),+1(11),,+1(75),+1(276),,,,,
278,,山东大学,no_Re,4,446,Honorable,王皓琪,张晨龙,陈逸康,N,N,,,,+1(32),+1(12),,+1(135),,+5(186),,,,-5
279,,天津工业大学,我没想法,4,447,Honorable,孙洋,宋一鸣,姚一鸣,N,N,,,,+2(47),+2(12),,+1(115),,+1(232),,,,
280,,华东师范大学,签到题不破防,4,448,Honorable,吴镇宇,杨贇,陈元庆,N,N,,,,+1(19),+1(6),,+4(109),-1,+3(213),,-7,,-15
281,,福建工程学院,队友已经尽力了,4,453,Honorable,郭嘉晟,卢芃,赵洪杰,N,N,,,,+1(36),+1(17),,+2(70),,+4(249),,-5,,
282,,深圳大学,SZU-Lagrange,4,454,Honorable,叶瑞华,司徒灏,庞栋文,N,N,,,,+1(37),+1(13),,+7(119),,+1(163),,,,-5
283,,香港大學,你的OI基础比我扎实！,4,466,Honorable,胡振为,陳曉禧,刘美彤,N,N,,,,+3(176),+1(10),,+1(73),-1,+1(165),,,,
284,,浙江师范大学,戏剧表演者,4,469,Honorable,正顺帆,黄蔡晨,李宇昂,N,N,,,,+1(36),+1(7),,+3(92),-1,+5(213),,,,
285,145,广东外语外贸大学,呃呃呃呃呃呃呃呃呃呃呃,4,469,Honorable,李梓康,梁晓中,范琛明,N,N,,,,+2(99),+1(16),,+1(119),,+2(194),,-3,,
286,,湖南科技大学,喵喵队一起干坏事,4,470,Honorable,周林锋,朱宏烨,李映飞,N,N,,,,+2(32),+1(15),,+1(66),,+3(296),,,,-4
287,146,郑州轻工业大学,静止傅立叶变换,4,475,Honorable,孙泽国,张一泽,朱埮鑫,N,N,,,,+3(68),+1(16),,+1(88),,+2(243),,,,-3
288,147,河海大学,布丁的线段树,4,476,Honorable,王竞同,赵崇文,陈语奇,N,N,,,,+1(17),+1(6),,+1(83),,+5(288),-2,,,
289,,浙江工业大学,又携书剑鹏北海,4,481,Honorable,余秋霞,周云飞,王浩名,N,N,,,,+2(45),+1(9),,+1(76),,+4(269),,-8,,-1
290,148,东北大学,东北大学_照烧鸡饭团,4,483,Honorable,徐士惠,卢音彤,邵洲天,N,N,,,,+2(53),+1(13),,+3(145),,+1(210),,,,
291,,福建师范大学,队里没有嘉心糖,4,486,Honorable,曾家霖,谢家绅,张木沐,N,N,,,,+2(35),+2(13),,+2(83),-2,+3(253),,,,
292,149,山东师范大学,我们有数据结构大佬,4,491,Honorable,张启昌,李明阳,聂晓阳,N,N,,,,+2(38),+1(18),,+3(156),,+3(177),,,,
293,,青岛大学,宫廷玉液酒,4,492,Honorable,,,,N,N,,,,+2(43),+1(14),,+4(135),,+2(198),,,,
294,,北京科技大学,不可靠题意传输协议,4,500,Honorable,赵开,夏旭辉,刘彦铭,N,N,,,,+1(23),+1(8),,+3(146),+1(282),-1,,,,-4
295,,福州大学,我们不迟到,4,504,Honorable,江滢怡,黄慧卿,刘璐瑀,N,N,,,,+2(28),+1(25),,+1(113),,+3(277),,,,-11
296,150,电子科技大学中山学院,队名什么的已经无所谓了,4,508,Honorable,陈广辉,王宇冰,张轩,N,N,,,,+1(80),+1(12),,+1(129),,+1(285),,,,
297,,徐州工程学院,啪的一下就过了,4,515,Honorable,张锋,张恒,刘通,N,N,,,,+3(77),+1(13),,+1(157),,+2(206),,,,-13
298,151,四川大学,你下载国家反诈中心APP了吗,4,515,Honorable,毕之语,张中辉,郭利民,N,N,,,,+1(34),+1(9),,+3(279),,+1(152),,,,
299,151,青岛大学,好想有个学上,4,518,Honorable,马明皓,狐文强,李予良,N,N,,,,+2(114),+3(40),,+2(76),-4,+3(167),,,,
300,,安徽大学,保卫萝卜,4,520,Honorable,罗欣然,张子谦,张云飞,N,N,-1,,,+3(37),+1(14),,+3(99),,+3(250),-20,,,
301,,河南农业大学,凿壁偷光,4,524,Honorable,宋乾瑞,来锋,李运超,N,N,,,,+2(84),+1(18),,+2(132),-12,+3(208),,,,
302,,北京林业大学,讲个笑话我样例没过,4,526,Honorable,李子超,李明珠,周子涵,N,N,,,,+3(77),+1(49),,+2(146),,+1(192),,,,-7
303,,西南科技大学,星辰九霄卷，长河晓月霜,4,527,Honorable,付柯翰,李一,刘阳阳,N,N,,,,+2(43),+1(9),,+1(114),,+4(279),,,,
304,,哈尔滨工程大学,为啥要学理力啊,4,527,Honorable,贾宏昊,王志远,薛宇浩,N,N,,,,+2(33),+1(14),,+5(200),,+1(179),,,,
305,153,郑州轻工业大学,看！金牌种子ZYZ！！！,4,530,Honorable,,,,N,N,,,,+1(45),+1(11),,+3(172),-5,+1(260),,,,
306,154,阜阳师范大学,投名状,4,538,Honorable,房梦铃,佘阳天,许大志,N,N,,,,+2(32),+1(7),,+2(123),,+3(294),,,,
307,,集美大学,我们不会修电脑,4,545,Honorable,江小举,黄勋,何皆庆,N,N,,,,+3(118),+1(14),,+1(151),-5,+2(201),,,,-3
308,,大连理工大学,异军突起,4,551,Honorable,张思凡,陈一帆,陈荣波,N,N,,,,+2(58),+1(14),,+6(192),,+1(166),,-3,,-3
309,,西安电子科技大学,曾青得铁则化为铜,4,555,Honorable,王舒琪,吴海怿,买志斌,N,N,,,,+4(61),+1(27),,+3(117),,+4(189),,,,
310,155,浙江农林大学,123木头人,4,558,Honorable,葛霞霞,陈允魁,陈冉杨,N,N,,,,+2(89),+1(9),,+2(184),,+1(234),,-9,,
311,,中国科学院大学,给大佬递JAVA,4,565,Honorable,张玉龙,宋宇轩,薛泓彦,N,N,,,,+2(16),+1(22),,+4(228),,+1(218),,,,-11
312,,杭州师范大学,让老夫看看,4,571,Honorable,张枨,吴陈宇,陈柯涛,N,N,,,,+3(112),+1(8),,+2(129),-7,+3(221),,,,
313,,惠州学院,巴啦啦能量沙罗沙罗小魔仙全身变,4,579,Honorable,赵煜潘,林贤涛,李国豪,N,N,,,,+3(74),+1(18),,+2(223),-4,+2(182),,,,
314,156,浙江师范大学,双人成行,4,593,Honorable,叶文恺,陈骏,王学远,N,N,,,,+2(36),+1(15),,+6(152),-1,+2(247),,,,
315,,河北师范大学,欧尼酱daisiki,4,602,Honorable,,,,N,N,,-2,,+2(165),+1(12),,+1(121),,+1(284),,,,
316,,华南理工大学,AC之旅,4,608,Honorable,林敏怡,张佳烨,叶若晴,N,N,,,,+4(114),+1(37),,+4(186),-4,+2(130),,,,-2
317,,浙江农林大学,楼下大哥别过题了求求,4,608,Honorable,章恒磊,周宇昕,郑懿,N,N,,,,+3(45),+3(52),,+2(127),,+4(223),,-30,,
318,157,西北工业大学,东大村三巫师,4,613,Honorable,肖宇涵,陈仕轩,季昕泽,N,N,,,,+4(128),+1(15),,+2(119),,+2(250),,,,
319,158,北京科技大学,从容应队,4,617,Honorable,苏瑞泓,王诺贤,张子然,N,N,,,,+3(36),+1(16),,+2(231),,+1(273),,,,
